,x,y,z
131934,6,1434,-25.081083192053967
131946,18,1434,-27.74463816163081
131958,30,1434,-28.324438945016198
131970,42,1434,-28.633797998934384
131982,54,1434,-29.466712060537517
131994,66,1434,-25.19407085125948
132006,78,1434,-24.11691299870015
133038,6,1446,-25.77834409593177
133050,18,1446,-31.180291994553023
133062,30,1446,-30.754807720095847
133074,42,1446,-24.7592033389196
133086,54,1446,-24.22014816754447
133098,66,1446,-26.990983819315804
133110,78,1446,-26.147966912749425
134142,6,1458,-26.83868242492708
134154,18,1458,-29.640292847155138
134166,30,1458,-31.735690756503615
134178,42,1458,-24.78117107407924
134190,54,1458,-24.106160551438162
134202,66,1458,-28.82063090672127
134214,78,1458,-27.975957879236113
135246,6,1470,-26.977042719342613
135258,18,1470,-29.755476623179714
